id,DISTRICT,SUB_DISTRI,COUNT_REQ,floors,UP_DMG,WALL_DMG,FLOOR_DMG,PILLAR_DMG,STRUCTURE_,BLDG_T,ZONE,ZONE_GROUP,SUB_ZONE,SoftClay_m,WaterConte,LiquidLimi,Plasticity,Total_Unit,Score_Rang,Zoning,total_dmg_score,total_dmg_class,total_dmg_class_id
137963924,????,??????????,13,28,2,4,1,3,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,1,?????,5
176332744,???????,???????,1,33,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1310886070,???????,???????,1,4,0,0,0,0,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
377292915,???????,?????????,8,,1,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
333233945,???????,?????????,3,,0,0,0,0,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1250752795,???????,?????,41,41,4,5,2,0,2,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.792751601,?????,5
539298511,???????,???????,1,,0,0,0,0,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1220700324,???????,???????,1,3,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
539806478,???????,???????,3,32,0,1,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
213871636,???????,???????,2,,1,0,1,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.352736429,???????,3
589593598,???????,??????,1,,0,0,0,0,0,building,?.,?????????????,?.-?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1247286998,???????,??????,1,,0,0,0,0,0,house,?.?,??????? : ????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1096172760,??????????,????????????,1,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1264152505,???????,???????,1,,0,0,0,0,1,office building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
492713624,???????,?????,2,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
157522245,???????,???????,2,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
333176456,???????,????????,12,,1,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
323690982,?????,????????????,3,,0,0,0,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
376864638,???????,??????,13,,2,3,2,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.792751601,?????,5
261528730,??????,????,4,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
397484993,???????,?????????,4,,0,1,1,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
1103683323,??????,????,9,,1,0,1,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.352736429,???????,3
1225140163,????,???????,1,,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
492711702,???????,?????,17,,0,5,1,2,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.622944085,??????,4
1414563951,?????,?????,1,,0,1,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
25620935,?????,??????????,4,,0,1,1,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
369335043,????????,????????,7,,1,1,0,0,2,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.495696433,??????,4
164044181,????????,????????,2,,0,0,0,1,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
369464889,?????,?????,23,52,0,0,2,1,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.588397186,??????,4
18882916,?????,????????,1,,0,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
407748597,???????,?????,4,,0,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
369464892,?????,?????,13,,0,2,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.237281035,????,2
207629172,?????,?????,1,,0,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
333178328,???????,?????????,3,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1214818073,??????,??????????,6,5,0,2,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.237281035,????,2
333223534,???????,????????,2,,0,1,0,0,1,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.321374654,????,2
1196079795,???????,???????????????,1,,0,0,0,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
369335020,????????,????????,1,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1311693664,???????,???????,1,33,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
376863076,??????????,????????????,13,,2,2,1,1,2,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,1,?????,5
333223531,????????,????????,4,,0,1,2,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.499789305,??????,4
333134190,???????,???????,3,,0,0,0,0,1,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
113107210,???????,???????,6,,1,0,0,4,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.584304314,??????,4
1286303028,???????,???????,9,,0,1,1,2,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.504303567,??????,4
518607801,???????,??????,9,41,0,0,0,1,2,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.409982536,???????,3
25805374,??????,????,12,,0,0,0,5,2,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.409982536,???????,3
395153382,???????,???????,6,,0,0,1,0,2,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.381148787,???????,3
1396729650,?????,????????,2,,0,1,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
485628754,???????,???????,4,5,0,0,0,1,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
680370549,????,???????,12,2,1,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
1233799364,???????,?????,11,44,0,0,1,3,1,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.588397186,??????,4
220428855,???????,???????,6,18,1,1,1,0,1,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.674111083,?????,5
1039832751,???????,????????,6,,0,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
395163186,???????,???????,2,,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
804153825,???????,???????,1,,0,0,0,0,0,other,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
348793161,?????,????????????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331795163,????????,????????,1,,0,0,0,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
234756489,??????,?????????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
377538702,???????,???????,9,,0,0,1,0,1,condo,?.?,????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.381148787,???????,3
1091751677,????,??????????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
356205066,???????,????????,2,,0,0,0,0,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1355835996,?????,????????,11,,0,2,0,1,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.444529434,??????,4
1224696798,??????,????,1,3,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
612189008,?????,????????????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331795148,??????,??????,7,,0,1,0,1,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.325888917,???????,3
207066403,?????,?????,6,,0,0,0,0,0,government office,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
997641222,?????,????????,1,,0,0,0,0,0,other,???,???????????,???,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331795138,????????,?????????,3,,0,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1055308560,???????,??????????,5,,0,1,0,0,1,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.321374654,????,2
1332578402,????????,????????,3,20,0,0,0,0,1,building,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
369464887,?????,?????,9,20,0,0,0,0,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1303439424,?????????,???????,25,,6,10,2,0,1,condo,?.?,????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0.792751601,?????,5
333223568,????????,????????,3,,0,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1353203683,???????,?????????,6,34,0,1,0,0,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.321374654,????,2
251285052,???????,???????????,4,,1,0,1,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.555470566,??????,4
340724920,?????,????????????,2,34,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
329745992,?????,????????????,3,22,0,0,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
556475357,???????,???????????,1,,0,0,0,0,0,house,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
333176439,???????,????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
1053001950,?????????,?????????,1,,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
331966783,????????,???????,1,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
378278188,?????????,?????????,1,,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
407748599,?????,????????,2,,0,1,0,0,0,house,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1264097031,???????,?????????,2,,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331795177,????????,?????????,7,,1,3,1,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.792751601,?????,5
199306441,????????,??????,1,,0,0,0,0,0,other,?.?,????? : ????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331540839,????????,????????,11,,0,2,0,2,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.647263571,?????,5
1388983141,???????,??????,5,34,0,0,0,0,0,building,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
906580719,???????,???????,11,43,0,0,0,1,4,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.409982536,???????,3
395153380,???????,???????,18,,0,1,0,1,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.325888917,???????,3
367849213,??????,??????????,5,,0,0,0,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1232425791,??????,??????,1,,0,0,0,0,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331962457,?????,????????????,1,,0,1,0,0,0,house,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
331795204,????????,????????,4,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
319082629,????,??????????,1,41,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
379853915,???????,??????????,20,,0,0,4,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.178414651,???????,1
1225042050,?????,????????????,1,6,0,0,0,0,0,hospital,?.,?????????????,?.-?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
138127531,????,??????????,1,,1,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
32082515,???????,?????,7,,0,0,1,0,0,building,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.178414651,???????,1
755643896,?????????????????,????????,2,,0,0,0,0,0,house,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
712010313,???????,?????,8,,0,1,0,0,1,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.321374654,????,2
1286303027,???????,???????,4,,0,0,0,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
1270673912,????????,????????,1,,0,0,0,0,0,other,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
324280507,?????,????????????,1,,0,0,0,0,0,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
340722261,????????,???????,11,38,1,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.292962296,????,2
397461597,???????,?????,1,,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
623744518,???????,???????,30,,2,5,2,0,2,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.792751601,?????,5
1320414575,????,???????,1,,0,0,0,0,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
539353978,????,???????,4,32,0,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
176200221,?????,????????????,7,32,0,0,0,1,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.207248399,????,2
1354369880,?????,????????,1,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
239449549,???????,???????,1,4,0,0,0,0,0,building,?.,?????????????,?.-?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
571493414,????????,???????,8,,0,0,1,0,2,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.381148787,???????,3
1157357899,???????,???????,1,,0,0,0,0,0,building,?.,?????????????,?.-?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
377538071,???????,?????????,4,,1,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.174321778,???????,1
331967784,????????,???????,19,,0,2,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.237281035,????,2
1373265620,?????,????????????,1,,0,0,0,0,0,condo,???,???????????,???,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
536844390,???????,???????,2,7,0,0,0,0,1,building,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
376302691,??????????,????????????,2,,0,0,0,0,0,other,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
582127712,???????,????????,5,,0,0,0,0,1,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
390611688,???????,???????,5,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
326997900,????????,????????,35,4,2,8,3,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.590017464,??????,4
332038876,???????,??????,4,,0,0,0,0,0,condo,?.?,????? : ??????????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
331967781,????????,???????,1,,0,0,0,0,0,hospital,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
139541682,?????,????????????,7,20,0,1,0,0,1,office building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.321374654,????,2
113107208,???????,???????,2,9,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
318728682,?????,????????????,8,26,0,1,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
749195394,???????,???????,7,,0,2,1,2,2,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.825678222,?????,5
1230095704,????,??????????,12,42,0,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
283721890,????????,????????,3,32,0,0,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
7802151,??????????,????????,4,,0,1,1,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
184554854,???????,?????,4,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
366712965,????????,????????,9,,0,0,0,0,2,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.202734137,???????,1
395155725,???????,?????,1,,0,1,0,1,1,building,?.,?????????????,?.-?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.528623053,??????,4
7508677,?????,??????????,4,26,1,0,0,1,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.381570177,???????,3
338299405,???????,??????????,8,,0,3,0,1,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.444529434,??????,4
197637606,?????????,???????,32,,3,5,3,2,1,condo,?.?,????? : ??????????????????????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,1,?????,5
286264760,???????,??????????,3,,0,1,0,0,0,building,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
333176429,???????,????????,5,,0,0,0,2,1,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.409982536,???????,3
518613853,?????,??????????,3,5,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
568941697,???????,????????,6,25,0,0,0,0,0,condo,?.?,????? : ??????????,?.?-,14-18,80-100,80-100,50-60,1.45-1.55,4.2-5.0,B,0,????????????????,0
1038215920,???????,?????,22,,0,0,0,3,4,condo,?.,?????????????,?.-?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.409982536,???????,3
617798412,???????,?????,5,,0,1,0,0,0,condo,?.?,???????? : ???????????????????????,?.?,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
113107214,???????,???????,1,9,0,0,0,0,0,other,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
379073054,??????,????????,24,,1,3,4,2,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,1,?????,5
994827304,???????,????????,75,47,5,14,1,2,4,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,1,?????,5
231413708,??????,????????,13,57,0,1,3,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.297055168,????,2
331795181,????????,????????,13,,0,1,0,0,2,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.321374654,????,2
156512351,?????,??????????,1,,0,1,0,0,0,condo,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
1361947314,???????,???????,20,29,0,1,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.118640518,???????,1
18593471,??????,???????????????,4,0,0,2,0,0,0,building,???,???????????????????????????????,???,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.237281035,????,2
184554851,???????,?????,2,,0,0,0,0,0,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
356186779,??????,??????????,1,18,0,0,0,0,0,building,?.?,????? : ??????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0,????????????????,0
192361653,?????,?????,23,,0,4,1,3,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,0.825678222,?????,5
520436156,???????,???????,63,,1,7,3,3,1,condo,?.?,???????? : ??????????????????????,?.?-,10-14,60-80,60-80,30-50,1.55-1.65,3.3-4.2,A,1,?????,5
